"performance","recgap","algo"
0.773213578127064,0.0190100540546344,"IBCF"
0.761151452282158,0.00564430790237236,"IBCF"
0.785276073619632,0.0242521411028067,"IBCF"
0.783469438257857,-0.00029411498157994,"IBCF"
0.764338711576964,-0.00721583692966765,"IBCF"
0.76732939279957,-0.00997098777716077,"IBCF"
0.760247792276262,0.0148170070040446,"IBCF"
0.759207459207459,-0.00350974031712414,"IBCF"
0.785714285714286,0.0157876654130616,"IBCF"
0.770114942528736,-0.00944573866129217,"IBCF"
0.765661252900232,0.0124725706487797,"IBCF"
0.766389922702548,0.0179961953808763,"IBCF"
0.77779004305111,-0.0157099136996777,"IBCF"
0.80119189511323,0.00350306024913316,"IBCF"
0.765435619563667,0.00071534966620046,"IBCF"
0.772284461763273,-0.0085502669373636,"IBCF"
0.768334985133796,-0.00656922084838696,"IBCF"
0.780828292228944,-0.00176777932575556,"IBCF"
0.764795564795565,-0.00589628351863813,"IBCF"
0.776328986960883,-0.0116263446761385,"IBCF"
0.772023809523809,0.0118780815777678,"IBCF"
0.773790498329217,0.00682960597179905,"IBCF"
0.783592321755027,0.00682391106703029,"IBCF"
0.769606702350477,0.00143190260756632,"IBCF"
0.779883381924198,0.0142559597801167,"IBCF"
0.77454128440367,0.00768640285484001,"IBCF"
0.769919662847359,0.0109036543765455,"IBCF"
0.76191719994776,-0.00905317006389761,"IBCF"
0.771899176441228,-0.00135485342180719,"IBCF"
0.762703120969822,-0.00831790093054108,"IBCF"
0.755422179784477,-0.0134609894253849,"IBCF"
0.761608365492344,-0.0102126368907445,"IBCF"
0.76388726464741,0.0249601536687112,"IBCF"
0.767828418230563,-0.026401230911291,"IBCF"
0.793440334961619,0.0115631028335655,"IBCF"
0.762380952380952,0.00981890434288979,"IBCF"
0.761839396019218,-0.00225705329153592,"IBCF"
0.75093763022642,-0.0195370759536996,"IBCF"
0.78025759512339,-0.00073321135829274,"IBCF"
0.78774345614688,0.032735719229431,"IBCF"
0.764748549323018,0.00791022787764961,"IBCF"
0.785291631445478,0.0114973743237233,"IBCF"
0.785216178521618,0.0171534348004937,"IBCF"
0.78549464531863,-0.00863075578190398,"IBCF"
0.765092788348602,0.0127563733589838,"IBCF"
0.755449672424062,0.000618172895619606,"IBCF"
0.798076923076923,0.00111321794222752,"IBCF"
0.769230769230769,0.00570877707618833,"IBCF"
0.7544682469261,0.0122385303889769,"IBCF"
0.778666666666667,0.00681419320551069,"IBCF"
0.77159061613818,0.00369111035551029,"IBCF"
0.767464650706986,0.0303974558593583,"IBCF"
0.767616580310881,0.0129940109058597,"IBCF"
0.774522292993631,-0.0116124194707505,"IBCF"
0.781777410598371,-0.0121029452339457,"IBCF"
0.754696868754164,-0.00658385776353121,"IBCF"
0.780016335420637,-0.012680508189275,"IBCF"
0.78828125,0.00413629568165719,"IBCF"
0.771884835062362,-0.0114465042398564,"IBCF"
0.768622893666473,0.00460897944931604,"IBCF"
0.775821740736181,-0.0159843376675232,"IBCF"
0.773717238833518,0.0143332475970634,"IBCF"
0.789149760656485,0.000414454835266143,"IBCF"
0.780926226438647,0.00951202209000956,"IBCF"
0.770702813532293,-0.00776128471810167,"IBCF"
0.789993898718731,0.00333738907834913,"IBCF"
0.770798436627582,0.00879759010791115,"IBCF"
0.756058158319871,-0.00690394690936402,"IBCF"
0.796121332670313,-0.0209743284364454,"IBCF"
0.760987074030552,0.0100746244380395,"IBCF"
0.763881681370005,0.00276550453813185,"IBCF"
0.770468029004614,-0.00838966433245159,"IBCF"
0.772931535818134,0.010166939722335,"IBCF"
0.785585120123999,-0.013490663540514,"IBCF"
0.777290387266575,0.0101478606901279,"IBCF"
0.78263039680559,0.0488420003728084,"IBCF"
0.766037191869684,0.0169943385093843,"IBCF"
0.787824758023434,0.0179236062235231,"IBCF"
0.766312594840668,0.0107492200584205,"IBCF"
0.751713077708121,-0.00685626511439408,"IBCF"
0.784660766961652,-0.0016596839260109,"IBCF"
0.773992127053075,-0.00864964080072217,"IBCF"
0.763795344440506,0.0147260891893016,"IBCF"
0.781221864951768,0.0247801782795901,"IBCF"
0.789466988932706,-0.0154601737330957,"IBCF"
0.75775,-0.0159543271360374,"IBCF"
0.757881136950904,0.000555898981009162,"IBCF"
0.759155105611798,0.0126582156810313,"IBCF"
0.762104771905262,0.0183479718483109,"IBCF"
0.757959988729219,0.00413933967353508,"IBCF"
0.790871088012654,0.0107707112210258,"IBCF"
0.791361639824305,0.0371811113230502,"IBCF"
0.782854936285236,0.0066282201525526,"IBCF"
0.774873002106307,-0.029290660526488,"IBCF"
0.777676120768527,0.0142012713993767,"IBCF"
0.761652246720625,-0.0149822584944501,"IBCF"
0.754177897574124,-0.00545862139960218,"IBCF"
0.762606978275181,0.00800311736928849,"IBCF"
0.77571283095723,0.0172775440236871,"IBCF"
0.786227771471812,0.0279126213592232,"IBCF"
