"performance","recgap","algo"
0.828882945895906,-0.000182270437974363,"POP"
0.825118893212278,-0.0091898295004349,"POP"
0.826979345022649,-0.0065301630234067,"POP"
0.83306100795756,0.00722929621073842,"POP"
0.82234280242579,-0.00567693757570187,"POP"
0.830600183134937,-0.00201711398229765,"POP"
0.823217946931544,-0.00467567104571687,"POP"
0.83721128622918,-0.00517600621263214,"POP"
0.828645984343288,-0.00351650726719066,"POP"
0.831519097038744,-0.00277005016638454,"POP"
0.822718996116974,0.00380525709181689,"POP"
0.816071041802036,-0.00967652798793506,"POP"
0.825930323003234,0.000720339922149482,"POP"
0.824019174971616,0.000230626760926667,"POP"
0.825687686928683,-0.000588960562466934,"POP"
0.834398318011296,-0.00126953767195315,"POP"
0.833030559928949,0.00109170761746802,"POP"
0.82665476963011,-0.00875855098690348,"POP"
0.830042882010784,-0.00420271535341354,"POP"
0.83121428722036,-0.00275538870620051,"POP"
0.83496965005907,0.00760935603105606,"POP"
0.821617666049675,0.00382156489726848,"POP"
0.829726882243294,0.00882486139947147,"POP"
0.828923508077811,0.00416138326518556,"POP"
0.826118173755121,-0.000902057490601793,"POP"
0.82677863110811,0.00187801603229276,"POP"
0.830317278864612,-0.00459179770734353,"POP"
0.826320744847788,-0.00797909896561566,"POP"
0.835174488832276,0.0101265126244661,"POP"
0.814836770123216,-0.00120725515530595,"POP"
0.832085839138147,-0.000234816407147842,"POP"
0.825286362653987,-0.00843133736917567,"POP"
0.828093065505068,0.0114050664726489,"POP"
0.819904026705612,0.00532208685489377,"POP"
0.83631306310846,0.00259651746935252,"POP"
0.834878188827824,-0.0112140645123814,"POP"
0.824011916178661,-0.0102680558915174,"POP"
0.821887165809907,-0.0107773254197011,"POP"
0.836093591047813,0.0217816468718071,"POP"
0.827602279709316,0.00873320575611747,"POP"
0.833607501233756,-0.00574147640103528,"POP"
0.830531635685313,-0.00719510152389569,"POP"
0.838628128423359,-0.008645243780526,"POP"
0.833711089393026,0.00373937082399001,"POP"
0.833818892924133,0.00218168367142457,"POP"
0.824198836594394,-0.00231034076542391,"POP"
0.834799283004711,0.00565331267271696,"POP"
0.832766225582861,0.015225616132722,"POP"
0.829975460375724,0.00821665636719715,"POP"
0.824328240798245,0.00160467621652793,"POP"
0.834583593105806,0.0034598576992817,"POP"
0.833858584149411,-0.0131516962818488,"POP"
0.834097919797516,0.00648624423576416,"POP"
0.832435401745156,-0.00468371588529493,"POP"
0.833605711336659,0.00797693394242061,"POP"
0.834397810218978,0.00160654454524478,"POP"
0.829376439441228,-0.00149525560519637,"POP"
0.83314588688946,0.00822820973295679,"POP"
0.825976088955773,-0.00142746526996718,"POP"
0.830767251361668,-0.0121197497117106,"POP"
0.826410801296499,-0.00990862421189387,"POP"
0.832993092071348,0.0042323796449224,"POP"
0.827065834163802,-1.7056385651415e-05,"POP"
0.838192603811687,0.00326375844651461,"POP"
0.828139735537853,-0.00454553725637574,"POP"
0.831485904423623,-0.00166217049959283,"POP"
0.828500482259025,0.00583676106842113,"POP"
0.833439877920525,0.000657412328534113,"POP"
0.825190187543224,-0.000206340346506684,"POP"
0.825101929300996,-0.00604010549550882,"POP"
0.828076711400872,-0.00312928530625112,"POP"
0.830436983296777,0.0103504737675026,"POP"
0.835844971770599,0.00285358073414799,"POP"
0.831423073705346,-0.00894546299473975,"POP"
0.830223440947749,0.0133476109311712,"POP"
0.824743998657042,0.00532619963011083,"POP"
0.824145682525934,-0.00818498380134858,"POP"
0.831417064874903,0.00662784839155905,"POP"
0.834668488273407,0.00922186798092273,"POP"
0.82964132641552,-0.000434171278473561,"POP"
0.820611646418098,-0.00399206944593289,"POP"
0.827704325667857,-0.0021022668587829,"POP"
0.828538696537678,0.00318614122868144,"POP"
0.836351619299405,0.0108602827521446,"POP"
0.827423962359267,-0.00288517203145133,"POP"
0.840490264255911,-0.00792694033802299,"POP"
0.835302898370444,-0.0061435820691027,"POP"
0.829363192252821,0.0139325939458808,"POP"
0.827491958034607,0.000487513099088566,"POP"
0.824804256607691,0.00720490302541565,"POP"
0.826059720192107,-0.00954276260109244,"POP"
0.833863325260609,-0.00201500521182862,"POP"
0.833753572028912,0.000763387946066563,"POP"
0.828628151677586,0.00759800808856292,"POP"
0.827853075627556,0.00444566226402654,"POP"
0.832019767392323,-0.00359160757291443,"POP"
0.841215925702984,-0.00403904049880366,"POP"
0.832097181573989,-0.000548680333159579,"POP"
0.83103532675206,-0.00721888524245817,"POP"
0.82374736483465,2.49067154745042e-05,"POP"
